PID,start,end,PF
R7G917_9FIRM,35,216,PF07751
R5K9F1_9CLOT,31,217,PF07751
I5AUX0_EUBCE,31,217,PF07751
R6ERU2_9FIRM,32,217,PF07751
G8M026_CLOCD,34,228,PF07751
F8IAH3_SULAT,37,220,PF07751
G0RHD7_HYPJQ,1,351,PF03105
G9P8A7_HYPAI,1,420,PF03105
G9MHE9_HYPVG,1,406,PF03105
T5AKS9_OPHSC,1,396,PF03105
A0A0D2XV44_FUSO4,1,414,PF03105
I1RQ06_GIBZE,1,408,PF03105
F4QAY7_CAVFA,1,266,PF03105
F0ZU91_DICPU,1,407,PF03105
D8QFS5_SCHCM,1,366,PF03105
A8NCI7_COPC7,1,440,PF03105
SPXS3_DICDI,1,352,PF03105
F4NSB1_BATDJ,1,360,PF03105
S2K2T8_MUCC1,1,359,PF03105
V4ZQ52_TOXGV,1,362,PF03105
M0Y1I2_HORVV,48,408,PF03105
I1GYM3_BRADI,27,388,PF03105
I1NW44_ORYGL,2,383,PF03105
J3MEB1_ORYBR,59,436,PF03105
W1PMW0_AMBTC,2,344,PF03105
B9HWP3_POPTR,2,346,PF03105
D7T9D4_VITVI,2,344,PF03105
I1JER4_SOYBN,2,343,PF03105
K4BXI0_SOLLC,2,340,PF03105
PHO11_ARATH,2,337,PF03105
M4FB91_BRARP,2,342,PF03105
M0S1M3_MUSAM,2,350,PF03105
J3KVR3_ORYBR,2,349,PF03105
K3XEH7_SETIT,2,362,PF03105
M0S1K5_MUSAM,2,340,PF03105
I1IDR4_BRADI,2,364,PF03105
K3YQ01_SETIT,2,358,PF03105
C5XV82_SORBI,2,368,PF03105
I1P5E0_ORYGL,2,371,PF03105
B9HKS4_POPTR,2,325,PF03105
B9SS53_RICCO,2,328,PF03105
M1BFT0_SOLTU,2,343,PF03105
M4DEM6_BRARP,2,338,PF03105
PHO1_ARATH,2,336,PF03105
K7N4R3_SOYBN,2,326,PF03105
I1JB68_SOYBN,2,317,PF03105
U5D8M0_AMBTC,2,307,PF03105
D7SZK0_VITVI,2,351,PF03105
D8QZQ4_SELML,1,273,PF03105
M4DT46_BRARP,1,296,PF03105
W1NFG9_AMBTC,1,338,PF03105
W1NGE3_AMBTC,28,359,PF03105
I1N4F8_SOYBN,1,323,PF03105
K4BBX8_SOLLC,1,327,PF03105
K4BBX9_SOLLC,1,342,PF03105
M0ZM11_SOLTU,1,326,PF03105
K4BBY1_SOLLC,1,320,PF03105
B9IK09_POPTR,1,337,PF03105
PHO19_ARATH,1,348,PF03105
M4F566_BRARP,1,343,PF03105
M4EW96_BRARP,1,335,PF03105
PHO14_ARATH,1,292,PF03105
PHO17_ARATH,1,300,PF03105
PHO18_ARATH,1,301,PF03105
M4DIF7_BRARP,1,299,PF03105
M4E7D6_BRARP,1,294,PF03105
M4DLL2_BRARP,1,331,PF03105
PHO16_ARATH,1,305,PF03105
PHO13_ARATH,1,361,PF03105
M4DT45_BRARP,1,362,PF03105
M4EDK4_BRARP,1,359,PF03105
M4DT43_BRARP,1,359,PF03105
M4EDK3_BRARP,1,354,PF03105
M4E7M6_BRARP,1,346,PF03105
M4E7M7_BRARP,1,345,PF03105
PHO15_ARATH,1,370,PF03105
M4DLL4_BRARP,1,354,PF03105
M4DLL3_BRARP,1,353,PF03105
M4E7M8_BRARP,1,358,PF03105
M4ECQ5_BRARP,1,360,PF03105
I1NDM8_SOYBN,1,351,PF03105
I1NDN1_SOYBN,1,335,PF03105
I1NDM9_SOYBN,1,344,PF03105
I1NDN0_SOYBN,1,345,PF03105
F6HV90_VITVI,1,342,PF03105
F6HV92_VITVI,1,347,PF03105
B9S909_RICCO,1,355,PF03105
B9HXX0_POPTR,1,351,PF03105
B9HIA2_POPTR,1,344,PF03105
B9S908_RICCO,1,333,PF03105
F6HV93_VITVI,1,345,PF03105
D7TX29_VITVI,20,361,PF03105
B9IHM6_POPTR,1,322,PF03105
U5G231_POPTR,1,336,PF03105
M1CRD5_SOLTU,1,330,PF03105
K4CM48_SOLLC,1,310,PF03105
PHO1A_ARATH,1,324,PF03105
J8LMH7_SACAR,1,309,PF03105
A7TJ06_VANPO,1,284,PF03105
J7S5M5_KAZNA,1,301,PF03105
G0V8V3_NAUCC,1,302,PF03105
C4LUX4_ENTHI,1,339,PF03105
Q6C1P2_YARLI,1,428,PF03105
V5GCA3_BYSSN,1,424,PF03105
B6QEA5_TALMQ,1,403,PF03105
B8MD33_TALSN,1,411,PF03105
C6HSC9_AJECH,1,447,PF03105
C5GC65_AJEDR,1,450,PF03105
D4AX52_ARTBC,1,416,PF03105
C4JLR2_UNCRE,1,428,PF03105
S8A029_PENO1,1,418,PF03105
Q2U409_ASPOR,1,425,PF03105
Q4WUQ7_ASPFU,1,440,PF03105
A1CAD0_ASPCL,1,437,PF03105
C8VAU2_EMENI,1,430,PF03105
Q0CIG2_ASPTN,1,427,PF03105
A2QMX7_ASPNC,1,436,PF03105
B6HLQ5_PENRW,1,438,PF03105
U1GUY1_ENDPU,1,458,PF03105
A7E8A2_SCLS1,1,363,PF03105
M7TUI7_BOTF1,1,468,PF03105
G2X4M5_VERDV,1,457,PF03105
T0K7A2_COLGC,1,397,PF03105
N4VF46_COLOR,1,435,PF03105
G0WHB4_NAUDC,6,345,PF09814
G0VL18_NAUCC,6,338,PF09814
J7RHU2_KAZNA,6,349,PF09814
C5DRI9_ZYGRC,22,357,PF09814
G8ZSN1_TORDC,11,349,PF09814
I2H589_TETBL,10,368,PF09814
G8BQA7_TETPH,7,356,PF09814
M7PCP3_PNEMU,15,353,PF09814
U4LVT7_PYROM,7,364,PF09814
G2Y6Z9_BOTF4,11,390,PF09814
N1JPA0_BLUG1,11,394,PF09814
K1WUW9_MARBU,11,366,PF09814
S3DDS5_GLAL2,11,449,PF09814
A0A0C4E6U2_MAGP6,10,439,PF09814
J3NIY5_GAGT3,10,440,PF09814
Q7SDG7_NEUCR,13,419,PF09814
G2Q453_MYCTT,11,366,PF09814
G2QZ38_THITE,12,401,PF09814
U7PMZ7_SPOS1,17,440,PF09814
N4UQV1_COLOR,12,395,PF09814
E3QET8_COLGM,12,395,PF09814
S0DNZ8_GIBF5,11,387,PF09814
J4KRH2_BEAB2,17,389,PF09814
G3JK97_CORMM,17,390,PF09814
G9NH43_HYPAI,14,392,PF09814
T5AMN1_OPHSC,15,387,PF09814
E9EVP5_METRA,11,385,PF09814
M1WB37_CLAP2,12,387,PF09814
L8FLW5_PSED2,12,402,PF09814
N1QJ23_SPHMS,6,366,PF09814
N1PZE3_DOTSN,8,375,PF09814
N1QC82_PSEFD,8,371,PF09814
R7YJ95_CONA1,9,375,PF09814
M2R8N7_COCSN,64,445,PF09814
B2WD68_PYRTR,65,448,PF09814
R0KID0_SETT2,64,441,PF09814
U1HL67_ENDPU,9,360,PF09814
H6C728_EXODN,11,372,PF09814
V5G5H4_BYSSN,14,443,PF09814
B6QVW6_TALMQ,12,421,PF09814
A1CJR3_ASPCL,19,423,PF09814
A4D9F3_ASPFU,21,419,PF09814
G3Y5B6_ASPNA,22,416,PF09814
C8VJ15_EMENI,28,442,PF09814
S7Z7X2_PENO1,19,451,PF09814
E9CUF8_COCPS,14,449,PF09814
E4UYL0_ARTGP,16,474,PF09814
F2SJ85_TRIRC,16,422,PF09814
C1FZL9_PARBD,14,464,PF09814
C0NUQ4_AJECG,14,503,PF09814
S8AD65_DACHA,9,378,PF09814
G1XBI8_ARTOA,9,373,PF09814
F2UGQ3_SALR5,7,364,PF09814
K0KTK1_WICCF,8,359,PF09814
Q6BMI9_DEBHA,5,350,PF09814
G8YFE7_PICSO,19,368,PF09814
Q59X25_CANAL,5,335,PF09814
A5DWX9_LODEL,10,362,PF09814
Q6FK88_CANGA,6,346,PF09814
A7TPW1_VANPO,6,339,PF09814
C5DFR9_LACTC,6,346,PF09814
Q75DV5_ASHGO,6,338,PF09814
Q6CWI5_KLULA,6,348,PF09814
E7LWJ6_YEASV,7,341,PF09814
H2AW44_KAZAF,6,347,PF09814
H8KTE6_SOLCM,36,231,PF10677
C6W2C7_DYAFD,27,225,PF10677
I2EQ61_EMTOG,28,229,PF10677
W8EZP8_9BACT,18,217,PF10677
F4L3X7_HALH1,32,233,PF10677
I4B6T4_TURPD,38,231,PF10677
A4CL60_ROBBH,42,243,PF10677
E4TMJ6_MARTH,30,233,PF10677
G2Z4C3_FLABF,29,228,PF10677
A5FIQ0_FLAJ1,30,228,PF10677
F4L179_HALH1,29,231,PF10677
E6XE71_CELAD,33,222,PF10677
I0K7A4_9BACT,35,241,PF10677
A5FMX5_FLAJ1,35,232,PF10677
D2QVY9_SPILD,31,248,PF10677
Q11NG5_CYTH3,40,287,PF10677
Q604M9_METCA,30,228,PF10677
H8GL71_METAL,45,241,PF10677
G0A5X8_METMM,32,227,PF10677
D5BZH1_NITHN,31,242,PF10677
Q3JAP7_NITOC,27,237,PF10677
Q1DE02_MYXXD,30,218,PF10677
Q60AC1_METCA,27,217,PF10677
H8GNJ5_METAL,28,220,PF10677
J7QA96_METSZ,42,237,PF10677
G4T2V6_META2,32,226,PF10677
D3HM10_LEGLN,31,225,PF10677
Q5ZZH4_LEGPH,38,229,PF10677
F8GDI1_NITSI,31,239,PF10677
Q82WU0_NITEU,31,242,PF10677
C6XBH6_METGS,31,217,PF10677
Q1H2C6_METFK,31,220,PF10677
C6WW53_METML,25,208,PF10677
Q1H018_METFK,33,221,PF10677
Q8PDG2_XANCP,37,225,PF10677
Q0C3K6_HYPNA,33,220,PF10677
D9QLQ9_BRESC,26,214,PF10677
Y181_METEA,29,217,PF10677
W0A641_9SPHN,33,221,PF10677
D4Z1Y8_SPHJU,27,214,PF10677
W0AA00_9SPHN,40,227,PF10677
D4Z4H9_SPHJU,32,209,PF10677
W0A8H9_9SPHN,31,211,PF10677
D4YXM6_SPHJU,26,214,PF10677
Q2GA80_NOVAD,27,214,PF10677
Q9A8R3_CAUVC,44,230,PF10677
E8RVK2_ASTEC,27,213,PF10677
Q7NIV7_GLOVI,51,241,PF10677
U5QN79_9CYAN,30,220,PF10677
Q7NI92_GLOVI,89,278,PF10677
U5QJJ8_9CYAN,42,227,PF10677
H8GR86_METAL,30,222,PF10677
W0BCC3_9GAMM,26,207,PF10677
V4J5C5_9GAMM,29,206,PF10677
A3U6Y7_CROAH,33,220,PF10677
A4CIW8_ROBBH,28,209,PF10677
F6GHK7_LACS5,20,203,PF10677
F4AZ50_DOKS4,18,205,PF10677
E4TSX8_MARTH,34,216,PF10677
Q11YM5_CYTH3,30,227,PF10677
C6X4N2_FLAB3,26,209,PF10677
W0F402_9BACT,32,216,PF10677
H2IA16_FLACA,29,212,PF10677
W8F3V4_9BACT,36,229,PF10677
F4L1H8_HALH1,29,216,PF10677
H6L3C7_SAPGL,31,235,PF10677
A0M0V9_GRAFK,40,242,PF10677
K4IDE0_PSYTT,28,230,PF10677
F4AW29_DOKS4,42,244,PF10677
F6GFA2_LACS5,26,214,PF10677
A3HUS4_9BACT,23,211,PF10677
F4KZC6_HALH1,22,210,PF10677
J9R6L2_RIEAN,22,208,PF10677
T2KQT9_9FLAO,2,195,PF10677
A0M6Z7_GRAFK,27,221,PF10677
K4IBS3_PSYTT,25,220,PF10677
L7WDA1_NONDD,25,221,PF10677
G0J3X3_CYCMS,29,225,PF10677
A4AVU6_MARSH,29,225,PF10677
G0J3X2_CYCMS,29,223,PF10677
F4B0V0_DOKS4,28,214,PF10677
A4CNQ9_ROBBH,35,221,PF10677
G2PR37_MURRD,27,212,PF10677
E6X7T8_CELAD,27,211,PF10677
G0L083_ZOBGA,26,211,PF10677
A3UC30_CROAH,35,217,PF10677
A2TWT7_9FLAO,27,207,PF10677
H8KMH7_SOLCM,57,255,PF10677
F0S4R6_PSESL,28,219,PF10677
C6XUB1_PEDHD,25,222,PF10677
F4CDR4_SPHS2,35,232,PF10677
E4RV91_LEAB4,23,215,PF10677
G8X8V1_FLACA,32,234,PF10677
A6H116_FLAPJ,27,251,PF10677
F4KUA1_HALH1,29,225,PF10677
C1A7A3_GEMAT,42,245,PF10677
W0RH04_9BACT,25,228,PF10677
B4EZ41_PROMH,17,246,PF12697
MENH_PHOLL,17,246,PF12697
B9PLT5_TOXGV,127,423,PF12697
A0A0J9XSV4_BRUMA,78,318,PF12697
Q0UUC4_PHANO,97,305,PF12697
B6QMY9_TALMQ,129,387,PF12697
PPME1_NEUCR,141,425,PF12697
PPME1_CRYNJ,123,384,PF12697
B8PCE4_POSPM,95,353,PF12697
B0DMT4_LACBS,97,348,PF12697
Q382C1_TRYB2,47,304,PF12697
A2FLA2_TRIVA,37,272,PF12697
A9UQA7_MONBE,70,378,PF12697
PPME1_PONAB,79,362,PF12697
B8LCS3_THAPS,97,380,PF12697
A8N0A0_COPC7,39,261,PF12697
C4YAS2_CLAL4,165,511,PF12697
Q4N1P1_THEPA,110,359,PF12697
B8CZJ0_HALOH,86,298,PF12697
Q2PIR1_ASPOR,48,281,PF12697
B6QDU9_TALMQ,44,308,PF12697
B9M3R6_GEODF,89,416,PF12697
C7LSY5_DESBD,100,425,PF12697
Q6AQI8_DESPS,90,418,PF12697
B9E6N9_MACCJ,90,297,PF12697
A8F393_PSELT,55,295,PF12697
Q056Z0_BUCCC,19,254,PF12697
Q8EUJ6_MYCPE,34,274,PF12697
A8KYP2_FRASN,41,237,PF12697
D6XU87_BACIE,29,272,PF12697
Q6CST8_KLULA,35,298,PF12697
A8KXK3_FRASN,30,242,PF12697
C6WIS1_ACTMD,17,225,PF12697
Q6MQ81_BDEBA,58,313,PF12697
A3LUU0_PICST,158,428,PF12697
Q22BM9_TETTS,23,264,PF12697
A0ECY9_PARTE,17,261,PF12697
B0SJ64_LEPBP,34,277,PF12697
Q6C598_YARLI,39,338,PF12697
A0A0D1C2P7_USTMA,47,368,PF12697
A6LWV6_CLOB8,25,226,PF12697
A8BNJ4_GIAIC,36,336,PF12697
C8W8P9_ATOPD,14,240,PF12697
Q3A6J0_PELCD,33,249,PF12697
O50208_SYNE7,36,291,PF12697
Q8DGZ7_THEEB,29,285,PF12697
B7JX59_CYAP8,41,302,PF12697
B8C2S5_THAPS,81,355,PF12697
A8ZMZ3_ACAM1,33,279,PF12697
B8HM36_CYAP4,26,277,PF12697
B1M197_METRJ,28,280,PF12697
B8IKR3_METNO,28,281,PF12697
A9GQY4_SORC5,60,303,PF12697
Q1J0W7_DEIGD,68,312,PF12697
B9LT49_HALLT,61,307,PF12697
E4NRA3_HALBP,62,298,PF12697
D3SY63_NATMM,62,320,PF12697
A0A1U7EWK7_NATPD,62,304,PF12697
Q8DM31_THEEB,34,281,PF12697
A0ZF48_NODSP,42,289,PF12697
C4ZFM2_AGARV,62,309,PF12697
C4Z5D5_EUBE2,64,307,PF12697
B7Q4Q7_IXOSC,17,275,PF12697
A6H2C2_FLAPJ,58,304,PF12697
A4FPR8_SACEN,68,312,PF12697
B8CE51_THAPS,36,334,PF12697
B5Y4L0_PHATC,68,339,PF12697
Q013S8_OSTTA,34,292,PF12697
A4S153_OSTLU,32,291,PF12697
D3Q293_STANL,53,275,PF12697
D7B0M9_NOCDD,62,290,PF12697
D7AZH8_NOCDD,59,285,PF12697
A4FH10_SACEN,22,218,PF12697
A5DHZ6_PICGU,31,273,PF12697
Q6BN96_DEBHA,31,270,PF12697
B8GI08_METPE,33,296,PF12697
D2Q2V1_KRIFD,26,264,PF12697
Q0S7R1_RHOJR,32,269,PF12697
B1VZW6_STRGG,23,251,PF12697
B1VYJ0_STRGG,34,271,PF12697
D2PQD0_KRIFD,23,252,PF12697
B5HMC1_9ACTN,24,253,PF12697
D1C982_SPHTD,23,252,PF12697
C6D3W1_PAESJ,23,261,PF12697
C5C4J9_BEUC1,34,261,PF12697
A9B9B4_HERA2,44,266,PF12697
D2PRL8_KRIFD,23,252,PF12697
C7PWS9_CATAD,24,261,PF12697
Q025P0_SOLUE,64,302,PF12697
C0NMD5_AJECG,41,251,PF12697
C5LIB4_PERM5,437,682,PF12697
C7N2K6_SLAHD,151,389,PF12697
E3D9W4_GARV3,135,375,PF12697
Q67SV7_SYMTH,20,216,PF12697
C0QG11_DESAH,484,709,PF12697
A8ZSJ9_DESOH,489,715,PF12697
C5C3M4_BEUC1,22,244,PF12697
D1BWW3_XYLCX,3,227,PF12697
D1BXJ8_XYLCX,7,257,PF12697
C5C0F9_BEUC1,28,249,PF12697
D0L715_GORB4,11,229,PF12697
D2AQK6_STRRD,4,220,PF12697
D7AUN4_NOCDD,5,225,PF12697
A9UY23_MONBE,56,284,PF12697
A2FE47_TRIVA,48,268,PF12697
Q3IXV0_RHOS4,4,217,PF12697
A8LCR9_FRASN,15,229,PF12697
C7N368_SLAHD,14,245,PF12697
C7PYW2_CATAD,14,254,PF12697
Q24TN4_DESHY,23,254,PF12697
A5V6V0_SPHWW,41,266,PF12697
A5VE60_SPHWW,24,249,PF12697
Q2H774_CHAGB,36,310,PF12697
B2ANT8_PODAN,37,325,PF12697
Q2U149_ASPOR,37,306,PF12697
B8M692_TALSN,45,313,PF12697
Q7KWS9_DICDI,77,342,PF12697
B8GGY0_METPE,348,608,PF12697
Q02BB5_SOLUE,56,316,PF12697
A5WC19_PSYWF,64,381,PF12697
A2RAD3_ASPNC,120,384,PF12697
Q2UCR4_ASPOR,130,395,PF12697
A1KA06_AZOSB,28,246,PF12697
C1CYZ2_DEIDV,30,250,PF12697
B8PE98_POSPM,178,401,PF12697
C1FF68_MICCC,235,519,PF12697
A4S2U2_OSTLU,255,520,PF12697
A1AY54_PARDP,325,581,PF12697
A9AUD1_HERA2,50,275,PF12697
C1CX07_DEIDV,77,464,PF12697
A0R1N3_MYCS2,38,273,PF12697
A1TCP9_MYCVP,32,271,PF12697
C5GEZ3_AJEDR,40,312,PF12697
Q6ES31_ORYSJ,89,337,PF12697
C6CYE2_PAESJ,31,230,PF12697
A5DI83_PICGU,43,329,PF12697
A6X788_OCHA4,22,256,PF12697
A0A1N2IEV6_9MYCO,24,258,PF12697
B8MQ35_TALSN,55,290,PF12697
Q5YP20_NOCFA,26,260,PF12697
Q1IHD6_KORVE,85,297,PF12697
A0A0D1E2R3_USTMA,125,353,PF12697
B0D6J7_LACBS,268,556,PF12697
A8PET2_COPC7,242,544,PF12697
A7MQU1_CROS8,19,247,PF12697
Q162X0_ROSDO,17,246,PF12697
A8P0P4_COPC7,33,274,PF12697
B8PDK6_POSPM,30,366,PF12697
O29582_ARCFU,20,222,PF12697
D1AML6_SEBTE,23,245,PF12697
A2TZB8_9FLAO,52,289,PF12697
B6JCL1_OLICO,35,255,PF12697
B6AJI9_CRYMR,84,373,PF12697
D0L1Y1_HALNC,21,238,PF12697
Q2UUX7_ASPOR,186,425,PF12697
Q13RH2_PARXL,152,392,PF12697
B1VGB2_CORU7,99,370,PF12697
A0QVL1_MYCS2,53,318,PF12697
A1WAK0_ACISJ,43,297,PF12697
Q0BTF6_GRABC,97,337,PF12697
A5FUI2_ACICJ,31,271,PF12697
C4JLP5_UNCRE,74,362,PF12697
B8BRA9_THAPS,103,433,PF12697
Q12R33_SHEDO,57,339,PF12697
A6VZJ8_MARMS,30,280,PF12697
B1YH16_EXIS2,89,297,PF12697
B8C954_THAPS,19,353,PF12697
C5A935_BURGB,312,573,PF12697
B1VDX7_CORU7,77,327,PF12697
A1C8P7_ASPCL,64,356,PF12697
B2WJB6_PYRTR,73,362,PF12697
Q0UCN2_PHANO,66,354,PF12697
C5FC97_ARTOC,66,356,PF12697
Q13YB1_PARXL,312,568,PF12697
Q1LAX2_CUPMC,323,582,PF12697
A4S7Y9_OSTLU,95,342,PF12697
Q2IE64_ANADE,86,277,PF12697
A9GJ93_SORC5,95,297,PF12697
C1A9S8_GEMAT,91,286,PF12697
D2PPJ3_KRIFD,79,282,PF12697
Q92K89_RHIME,32,232,PF12697
C3MDF3_SINFN,87,288,PF12697
A5FGA9_FLAJ1,86,280,PF12697
A3UAL1_CROAH,88,282,PF12697
Q2N5F0_ERYLH,62,313,PF12697
C1MVK4_MICPC,27,291,PF12697
Q0V0Y6_PHANO,46,304,PF12697
C5M284_CANTT,28,259,PF12697
Q2G4C3_NOVAD,4,238,PF12697
C0ZWS9_RHOE4,6,237,PF12697
C6WQS5_ACTMD,21,287,PF12697
A1RBZ2_PAEAT,4,204,PF12697
Q0SG13_RHOJR,5,225,PF12697
D2Q3Z4_KRIFD,3,231,PF12697
D3Q7H0_STANL,4,215,PF12697
C7Q3T4_CATAD,4,222,PF12697
A4FEU5_SACEN,4,226,PF12697
Q1IHR9_KORVE,9,220,PF12697
B2IFJ0_BEII9,35,248,PF12697
Q6N7Z8_RHOPA,9,222,PF12697
A0R2G9_MYCS2,3,214,PF12697
Q89CQ5_BRADU,34,246,PF12697
B8ERQ3_METSB,33,249,PF12697
A5FCM6_FLAJ1,35,248,PF12697
D2QRC5_SPILD,33,245,PF12697
B1M710_METRJ,34,247,PF12697
A4XNT6_PSEMY,31,244,PF12697
B1VW73_STRGG,7,221,PF12697
Q54EK1_DICDI,10,226,PF12697
Q54QE7_DICDI,10,224,PF12697
A6X516_OCHA4,21,234,PF12697
Q9PHH3_XYLFA,26,239,PF12697
C7PDD6_CHIPD,43,262,PF12697
B7KLV7_CYAP7,7,217,PF12697
Q5YUS3_NOCFA,33,251,PF12697
C0ZTS6_RHOE4,36,261,PF12697
D2PWA9_KRIFD,9,232,PF12697
D2S5B8_GEOOG,17,239,PF12697
A8L115_FRASN,44,262,PF12697
A0R4A4_MYCS2,6,218,PF12697
Q0S0S0_RHOJR,39,253,PF12697
B6HUN6_PENRW,8,264,PF12697
B8MWK1_ASPFN,9,269,PF12697
Q2H1H9_CHAGB,29,265,PF12697
Q7S0G7_NEUCR,6,229,PF12697
C0NHP1_AJECG,7,258,PF12697
Q0UUA1_PHANO,29,259,PF12697
A2RA07_ASPNC,5,224,PF12697
A2QH52_ASPNC,7,236,PF12697
B6HMH5_PENRW,6,241,PF12697
A7F0B0_SCLS1,10,248,PF12697
Q0UAC8_PHANO,6,245,PF12697
A2R0U0_ASPNC,61,306,PF12697
A7E6U0_SCLS1,8,250,PF12697
B6QFT6_TALMQ,8,250,PF12697
B2AU46_PODAN,9,255,PF12697
B2WGQ0_PYRTR,31,268,PF12697
Q2UIY5_ASPOR,8,247,PF12697
B8MVZ1_ASPFN,8,249,PF12697
A2R6G3_ASPNC,7,241,PF12697
A5ABF0_ASPNC,6,241,PF12697
C5FBU0_ARTOC,33,269,PF12697
B8N5L3_ASPFN,10,239,PF12697
B6H7F0_PENRW,10,234,PF12697
A2R032_ASPNC,8,241,PF12697
B1VN76_STRGG,4,226,PF12697
D2AWH0_STRRD,4,242,PF12697
C5C4M3_BEUC1,9,232,PF12697
A4FEW8_SACEN,4,239,PF12697
B1Y0D8_LEPCP,6,234,PF12697
D2SB18_GEOOG,4,227,PF12697
Q2KXL0_BORA1,33,263,PF12697
A8LBY7_FRASN,9,237,PF12697
B1ZQF4_OPITP,32,249,PF12697
A8LGW1_FRASN,4,232,PF12697
C7MRJ7_SACVD,4,228,PF12697
B9H301_POPTR,84,335,PF12697
A8J9U6_CHLRE,66,326,PF12697
C1MHJ0_MICPC,74,318,PF12697
Q0V6T6_PHANO,46,296,PF12697
A9AXL4_HERA2,6,249,PF12697
B3PJU5_CELJU,5,248,PF12697
C8XB32_NAKMY,8,256,PF12697
B8BV00_THAPS,57,363,PF12697
B0SX87_CAUSK,47,369,PF12697
B8MGE0_TALSN,39,296,PF12697
A4G2Y7_HERAR,30,242,PF12697
Q5LR31_RUEPO,31,241,PF12697
Q74B12_GEOSL,32,242,PF12697
B6IMI9_RHOCS,34,245,PF12697
Q2NAK7_ERYLH,31,243,PF12697
B8GPX7_THISH,31,242,PF12697
A8P803_COPC7,56,336,PF12697
B0DK03_LACBS,39,315,PF12697
A0A0D1E8R3_USTMA,184,504,PF12697
B0D935_LACBS,38,330,PF12697
B8P6S7_POSPM,45,349,PF12697
A6RED2_AJECN,59,371,PF12697
B6Q462_TALMQ,60,376,PF12697
B8MMC2_TALSN,54,372,PF12697
Q5B719_EMENI,55,387,PF12697
C4Y9X8_CLAL4,49,319,PF12697
A5DRY0_LODEL,53,332,PF12697
Q6BQ10_DEBHA,53,331,PF12697
A0A0D1E5C9_USTMA,156,458,PF12697
A0A0D1DXY9_USTMA,151,440,PF12697
D2SD98_GEOOG,6,241,PF12697
D7B0L8_NOCDD,3,239,PF12697
C0ZP80_RHOE4,64,347,PF12697
D2PML1_KRIFD,57,281,PF12697
D7B159_NOCDD,87,313,PF12697
T1FMK1_HELRO,13,508,PF00858
T1F108_HELRO,12,515,PF00858
T1F663_HELRO,12,520,PF00858
T1ES61_HELRO,12,512,PF00858
T1EWV4_HELRO,17,553,PF00858
T1EMK2_HELRO,12,503,PF00858
T1EWT9_HELRO,20,525,PF00858
T1EWZ7_HELRO,12,519,PF00858
T1EWY8_HELRO,23,497,PF00858
T1FHL8_HELRO,16,530,PF00858
T1EWY7_HELRO,12,471,PF00858
T1F9B2_HELRO,12,504,PF00858
T1FS66_HELRO,12,519,PF00858
T1EYZ6_HELRO,13,511,PF00858
T1EYZ4_HELRO,13,511,PF00858
T1EYZ5_HELRO,15,511,PF00858
T1EYZ9_HELRO,12,513,PF00858
T1EZ00_HELRO,12,515,PF00858
T1EVX7_HELRO,12,517,PF00858
T1FDR5_HELRO,57,560,PF00858
T1EVI4_HELRO,16,503,PF00858
T1ERS6_HELRO,16,501,PF00858
T1ERX2_HELRO,14,531,PF00858
T1ERX1_HELRO,14,525,PF00858
T1ERX3_HELRO,14,530,PF00858
A0A068XF57_HYMMI,40,558,PF00858
G4LYX1_SCHMA,52,548,PF00858
H2KR43_CLOSI,65,579,PF00858
A0A068XK15_HYMMI,23,533,PF00858
A0A068YBZ2_ECHMU,10,522,PF00858
G7YD97_CLOSI,88,614,PF00858
G4V8Q7_SCHMA,115,627,PF00858
G7Y960_CLOSI,70,578,PF00858
A0A068YCL6_ECHMU,20,543,PF00858
W5MYE1_LEPOC,1,420,PF00858
A7S2F2_NEMVE,18,484,PF00858
H3FKX6_PRIPA,15,467,PF00858
P91835_CAEEL,15,460,PF00858
J9EZU6_WUCBA,80,711,PF00858
E3LGU9_CAERE,72,731,PF00858
E5QCG1_CAEEL,14,657,PF00858
J9FCL1_WUCBA,26,610,PF00858
U4PB70_CAEEL,67,675,PF00858
DEL1_CAEEL,46,626,PF00858
A8XEB1_CAEBR,17,798,PF00858
MEC4_CAEEL,87,736,PF00858
G0NN97_CAEBE,100,694,PF00858
MEC10_CAEEL,100,696,PF00858
H3E752_PRIPA,71,731,PF00858
A8XPT2_CAEBR,60,739,PF00858
G0MWI2_CAEBE,58,785,PF00858
DEG1_CAEEL,59,730,PF00858
G0NY25_CAEBE,13,473,PF00858
C3Y274_BRAFL,15,448,PF00858
H3AU95_LATCH,35,562,PF00858
F6W3N3_XENTR,33,553,PF00858
F7C6F7_ORNAN,32,560,PF00858
F6Q7G2_MONDO,32,558,PF00858
G5BV77_HETGA,81,605,PF00858
M3YKZ4_MUSPF,32,551,PF00858
SCNNG_PANTR,32,488,PF00858
SCNNG_RAT,32,553,PF00858
H9GLJ5_ANOCA,32,553,PF00858
G1N4M0_MELGA,34,553,PF00858
Q0V998_XENTR,35,560,PF00858
U3KI21_FICAL,29,545,PF00858
F1NE95_CHICK,1,467,PF00858
F6Q496_ORNAN,29,546,PF00858
F6PGF0_MONDO,29,544,PF00858
L5KLA5_PTEAL,29,540,PF00858
G5BV76_HETGA,29,545,PF00858
A0A287DDA4_ICTTR,29,544,PF00858
SCNNB_MOUSE,29,539,PF00858
M0QT09_TUPCH,29,540,PF00858
SCNNB_BOVIN,29,542,PF00858
SCNNB_RABIT,29,543,PF00858
SCNNB_CANLF,29,543,PF00858
